description,date,Ruggerio,Lynch Prata,Mr. President,Goldin,Satchell,Nesselbush,Picard,Calkin,Archambault,Cote,Kettle,Cool Rumsey,Raptakis,Seveney,Crowley,Algiere,Jabour,Da Ponte,Pagliarini,Gallo,Madam President,Coyne,Morgan,Metts,Sosnowski,Gee,Lynch,O'Neill,Doyle,Goodwin,Ciccone,Paiva Weed,Conley,Hodgson,Lombardo,Felag,Walaska,Pearson,Paolino,Pichardo,Sheehan,Fogarty,Miller,DiPalma,McCaffrey,Quezada,Bates,Ottiano,Lombardi
CALENDARITEM 14        2014-S 2249 SUB ALynch            LABORACT RELATING TO LABOR -MINIMUM WAGESPASSAGE,WEDNESDAY/ JUNE 11/ 20146:07:07 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,N,N,Y,N,N/A,Y,Y,Y,Y,N/A,Y,Y,N/A,N/A,Y,Y,N/A,Y,N,Y,Y,NV,N/A,Y,Y,Y,Y,Y,Y,N/A,Y,Y,Y,Y,NV,Y,N/A,N,Y,Y
CALENDARITEM 15        2014-S 2407 SUB ALombardo         LABORLABOR AND LABOR RELATIONS -EMPLOYMENT SECURITY - GEN. PROV.PASSAGE,WEDNESDAY/ JUNE 11/ 20146:08:03 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,N/A,N/A,Y,Y,N/A,Y,Y,Y,Y,NV,N/A,Y,Y,Y,Y,Y,Y,N/A,Y,Y,Y,Y,NV,Y,N/A,Y,Y,Y
CALENDARITEM 16             2014-S 2410Gallo            LABORBUSINESSES AND PROFESSIONS -PLUMBERS AND IRRIGATORSPASSAGE,WEDNESDAY/ JUNE 11/ 20146:09:31 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,N/A,N/A,Y,Y,N/A,Y,Y,Y,Y,NV,N/A,Y,Y,Y,Y,Y,Y,N/A,Y,Y,R,Y,NV,Y,N/A,Y,Y,Y
CALENDARITEM 17             2014-S 2415Lombardi         LABORLABOR/LABOR RELATIONS-EMPLOY.SEC- FRAUD PREVENTION AND RECOVERYPASSAGE,WEDNESDAY/ JUNE 11/ 20146:10:47 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,N/A,N/A,Y,Y,N/A,Y,Y,Y,Y,NV,N/A,Y,Y,Y,Y,Y,Y,N/A,Y,Y,Y,Y,NV,Y,N/A,Y,Y,Y
CALENDARITEM 18        2014-S 2539 SUB AFelag            LABORLABOR AND LABOR RELATIONS -APPRENTICESHIP PGRMS-TRADE/INDUSPASSAGE,WEDNESDAY/ JUNE 11/ 20146:13:35 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,N/A,N/A,Y,Y,N/A,Y,Y,Y,Y,NV,N/A,Y,Y,Y,Y,Y,Y,N/A,Y,Y,Y,Y,NV,Y,N/A,Y,Y,Y
CALENDARITEM 19             2014-S 2673Lombardi         LABORLABOR AND LABOR RELATIONS -PAYMENT OF WAGESPASSAGE,WEDNESDAY/ JUNE 11/ 20146:14:27 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,N/A,N/A,Y,Y,N/A,Y,Y,Y,Y,NV,N/A,Y,Y,Y,Y,Y,Y,N/A,Y,Y,Y,Y,NV,Y,N/A,Y,Y,Y
CALENDARITEM 20             2014-S 2779Gallo            LABORLABOR AND LABOR RELATIONS -FAIR EMPLOYMENT PRACTICESPASSAGE,WEDNESDAY/ JUNE 11/ 20146:15:20 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,N/A,N/A,Y,Y,N/A,Y,Y,Y,Y,NV,N/A,Y,Y,Y,Y,Y,Y,N/A,Y,Y,Y,Y,NV,Y,N/A,Y,Y,Y
CALENDARITEM 21             2014-S 2825Ruggerio         LABORSTATE AFFAIRS AND GOVERNMENT -HUMAN RESOURCE INVESTMENT CNCL.PASSAGE,WEDNESDAY/ JUNE 11/ 20146:16:37 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,N/A,N/A,Y,Y,N/A,Y,Y,Y,Y,NV,N/A,Y,Y,Y,Y,Y,Y,N/A,Y,Y,Y,Y,NV,Y,N/A,Y,Y,Y
CALENDARITEM 22             2014-S 2935Archambault      LABORBUSINESSES AND PROFESSIONS -ELECTRICIANSAPPROVAL of AMENDMENTLC 005405/2,WEDNESDAY/ JUNE 11/ 20146:18:10 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,N/A,N/A,Y,Y,N/A,Y,Y,Y,Y,NV,N/A,Y,Y,Y,Y,Y,Y,N/A,Y,Y,Y,Y,NV,Y,N/A,Y,Y,Y
CALENDARITEM 22             2014-S 2935Archambault      LABORBUSINESSES AND PROFESSIONS -ELECTRICIANSPASSAGE as AMENDED,WEDNESDAY/ JUNE 11/ 20146:18:34 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,N/A,N/A,Y,Y,N/A,Y,Y,Y,Y,NV,N/A,Y,Y,Y,Y,Y,Y,N/A,Y,Y,Y,Y,NV,Y,N/A,Y,Y,Y
CALENDARITEM 23             2014-S 2946Doyle            LABORLABOR AND LABOR RELATIONS -APPRENTICESHIP PGRMS-TRADE/INDUSPASSAGE,WEDNESDAY/ JUNE 11/ 20146:20:09 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,N/A,N/A,Y,Y,N/A,Y,Y,Y,Y,NV,N/A,Y,Y,Y,Y,Y,Y,N/A,NV,Y,Y,Y,NV,Y,N/A,Y,Y,Y
CALENDARITEM 24             2014-S 2977Lombardo         LABORSTATE AFFAIRS AND GOVERNMENT- RIHUMAN RESOURCES INVESTMENT CNCL.PASSAGE,WEDNESDAY/ JUNE 11/ 20146:21:32 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,N/A,N/A,Y,Y,N/A,Y,Y,Y,Y,NV,N/A,Y,Y,Y,Y,Y,Y,N/A,NV,Y,Y,Y,NV,Y,N/A,Y,Y,Y
CALENDARITEM 25        2014-S 2997 SUB AMcCaffrey        LABORLABOR AND LABOR RELATIONS -GOVERNOR'S WORKFORCE BOARD RIPASSAGE,WEDNESDAY/ JUNE 11/ 20146:22:35 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,N/A,N/A,Y,Y,N/A,Y,Y,Y,Y,NV,N/A,Y,Y,Y,Y,Y,Y,N/A,NV,Y,Y,Y,NV,Y,N/A,Y,Y,Y
CALENDARITEM 26             2014-S 2998Fogarty          LABORSTATE AFFAIRS AND GOVERNMENT- RIHUMAN RESOURCES INVESTMENT CNCL.PASSAGE,WEDNESDAY/ JUNE 11/ 20146:23:39 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,N/A,N/A,Y,Y,N/A,Y,Y,Y,Y,NV,N/A,Y,Y,Y,Y,Y,Y,N/A,NV,Y,Y,Y,NV,Y,N/A,Y,Y,Y
CALENDARITEM 29             2014-S 2730McCaffrey        SPECIAL LEGMOTOR AND OTHER VEHICLES -DEFINITIONS & GENERAL CODE PROV.PASSAGE,WEDNESDAY/ JUNE 11/ 20146:24:45 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,N/A,N/A,Y,Y,N/A,Y,Y,Y,Y,NV,N/A,Y,Y,Y,Y,Y,Y,N/A,NV,Y,Y,Y,NV,Y,N/A,Y,Y,Y
CALENDARITEM 30             2014-S 3038Paiva Weed       SPECIAL LEGJt.Res.: ELECTORS - AMENDMENT TOCONSTUT.-RESTRICTION ON GAMBLINGPASSAGE,WEDNESDAY/ JUNE 11/ 20146:27:15 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,N/A,N/A,Y,Y,N/A,Y,Y,Y,Y,NV,N/A,Y,Y,Y,Y,Y,Y,N/A,NV,Y,Y,Y,NV,Y,N/A,Y,Y,Y
CALENDARITEM 32        2014-H 7648 SUB AMarshall         COMMERCEAN ACT RELATINGTO FINANCIAL INSTITUTIONSPASSAGEIN CONCURRENCE,WEDNESDAY/ JUNE 11/ 20146:28:42 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,N/A,Y,R,Y,Y,N/A,Y,Y,N/A,N/A,Y,Y,N/A,Y,Y,Y,Y,NV,N/A,Y,Y,Y,Y,Y,R,N/A,NV,Y,Y,Y,NV,Y,N/A,Y,Y,Y
CALENDARITEM 33             2014-H 8043Tanzi            ORDEREDTOWN OF NARRAGANSETT - ATHLETICCOMPLEX - BONDS/NOTESPASSAGEIN CONCURRENCE,WEDNESDAY/ JUNE 11/ 20146:29:24 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,N/A,N/A,Y,Y,N/A,Y,Y,Y,Y,NV,N/A,Y,Y,Y,Y,Y,Y,N/A,NV,Y,Y,Y,NV,Y,N/A,Y,Y,Y
CALENDARITEM 34             2014-H 8082Coderre          ORDEREDCITY OF PAWTUCKET - PUBLICRECREATION FACILITIES - BONDSPASSAGEIN CONCURRENCE,WEDNESDAY/ JUNE 11/ 20146:30:07 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,N/A,N/A,Y,Y,N/A,Y,Y,Y,Y,NV,N/A,Y,Y,Y,Y,Y,Y,N/A,NV,Y,Y,Y,NV,Y,N/A,Y,Y,Y
CALENDARITEM 35             2014-H 8083Coderre          ORDEREDCITY OF PAWTUCKET - SEWER ANDSANITATION SYSTEM - BONDS/NOTESPASSAGEIN CONCURRENCE,WEDNESDAY/ JUNE 11/ 20146:30:51 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,NV,Y,Y,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,N/A,N/A,Y,Y,N/A,Y,Y,Y,Y,NV,N/A,Y,Y,Y,Y,Y,Y,N/A,NV,Y,Y,Y,NV,Y,N/A,Y,Y,Y
CALENDARITEM 36             2014-H 8090Coderre          ORDEREDCITY OF PAWTUCKET - SCHOOLS ANDSCHOOL FACILIITES - BONDS/NOTESPASSAGEIN CONCURRENCE,WEDNESDAY/ JUNE 11/ 20146:31:39 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,NV,Y,Y,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,N/A,N/A,Y,Y,N/A,Y,Y,Y,Y,NV,N/A,Y,Y,Y,Y,Y,Y,N/A,NV,Y,Y,Y,NV,Y,N/A,Y,Y,Y
CALENDARITEM 37             2014-H 8091Coderre          ORDEREDCITY OF PAWTUCKET - STREETSAND SIDEWALKS - BONDS/NOTESPASSAGEIN CONCURRENCE,WEDNESDAY/ JUNE 11/ 20146:32:33 PM,Y,N/A,N/A,Y,Y,NV,Y,N/A,Y,NV,Y,Y,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,N/A,N/A,Y,Y,N/A,Y,Y,Y,Y,NV,N/A,Y,Y,Y,Y,Y,Y,N/A,NV,Y,Y,Y,NV,Y,N/A,Y,Y,Y
CALENDARITEM 38             2014-H 8092Coderre          ORDEREDCITY OF PAWTUCKET-RECONSTRUCTIONOF BRIDGES - BONDS/NOTESPASSAGEIN CONCURRENCE,WEDNESDAY/ JUNE 11/ 20146:33:22 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,N/A,N/A,Y,Y,N/A,Y,Y,Y,Y,NV,N/A,Y,Y,Y,Y,Y,Y,N/A,NV,Y,Y,Y,NV,Y,N/A,Y,Y,Y
CALENDARITEM 39             2014-H 8094Coderre          ORDEREDCITY OF PAWTUCKET - STREETSAND SIDEWALKS - BONDS/NOTESPASSAGEIN CONCURRENCE,WEDNESDAY/ JUNE 11/ 20146:34:08 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,N/A,N/A,Y,Y,N/A,Y,Y,Y,Y,NV,N/A,Y,Y,Y,Y,Y,Y,N/A,NV,Y,Y,Y,NV,Y,N/A,Y,Y,Y
CALENDARITEM 40             2014-H 8095Coderre          ORDEREDCITY OF PAWTUCKET - TRAFFICCONTROL DEVICES - BONDS/NOTESPASSAGEIN CONCURRENCE,WEDNESDAY/ JUNE 11/ 20146:34:51 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,N/A,N/A,Y,Y,N/A,Y,Y,Y,Y,NV,N/A,Y,Y,Y,Y,Y,Y,N/A,NV,Y,Y,Y,NV,NV,N/A,Y,Y,Y
"CALENDARITEM 41             2014-H 8202Giarrusso        ORDEREDTOWN OF EAST GREENWICH - ROADS,SIDEWALKS, DRAINAGE FACIL.-BONDSPASSAGEIN CONCURRENCE",WEDNESDAY/ JUNE 11/ 20146:35:50 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,N/A,N/A,Y,Y,N/A,Y,Y,Y,Y,NV,N/A,Y,Y,Y,Y,Y,Y,N/A,NV,Y,Y,Y,NV,Y,N/A,Y,Y,Y
CALENDARITEM 42        2014-H 8200 SUB AKazarian         ORDEREDBUSINESSES AND PROFESSIONS -ELECTRICIANS AND PLUMBERSPASSAGEIN CONCURRENCE,WEDNESDAY/ JUNE 11/ 20146:36:48 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,N/A,N/A,Y,Y,N/A,Y,Y,Y,Y,NV,N/A,Y,Y,Y,Y,Y,Y,N/A,NV,Y,R,Y,NV,Y,N/A,Y,Y,Y
CONSENT CALENDARADOPTION,THURSDAY/ JUNE 12/ 20144:44:40 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,N/A,Y,Y,Y,NV,N/A,Y,Y,N/A,N/A,NV,Y,N/A,Y,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,Y,Y,NV
Consideration of Advice andConsent to the Appointment ofRICHARD ANTHONY LICHTas Associate Justice of theRhode Island Superior CourtCOMMITTEE ON JUDICIARYRECOMMENDS ADVICE and CONSENT,THURSDAY/ JUNE 12/ 20144:50:52 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,N,N,Y,Y,N/A,Y,Y,Y,NV,N/A,Y,Y,N/A,N/A,Y,Y,N/A,Y,N,Y,Y,Y,N/A,Y,N,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,Y,Y,Y
CALENDARITEM 2      2014-S 2824 SUB A aaSheehan          JUDICIARYJt.Res.: ELECTORS - AMENDMENT TOCONSTITUTION - ETHICS COMMISSIONAPPROVAL of AMENDMENTLC 004577/2,THURSDAY/ JUNE 12/ 20145:27:59 PM,N,N/A,N/A,N,N,N,N,N/A,N,N,Y,N,Y,N/A,N,Y,N,NV,N/A,N,N,N/A,N/A,N,N,N/A,N,Y,N,N,N,N/A,N,Y,N,N,N,N,N/A,N,N,N,N,N,N,N/A,Y,Y,N
CALENDARITEM 2      2014-S 2824 SUB A aaSheehan          JUDICIARYJt.Res.: ELECTORS - AMENDMENT TOCONSTITUTION - ETHICS COMMISSIONPASSAGE,THURSDAY/ JUNE 12/ 20145:33:03 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,N/A,Y,Y,Y,NV,N/A,Y,Y,N/A,N/A,Y,Y,N/A,Y,Y,Y,Y,N,N/A,Y,Y,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,Y,Y,Y
CALENDARITEM 3         2014-S 2556 SUB AGoodwin          FINANCETAXATION - SALES AND USE TAXES -LIABILITY AND COMPUTATIONPASSAGE,THURSDAY/ JUNE 12/ 20145:34:54 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,N/A,Y,Y,Y,NV,N/A,Y,Y,N/A,N/A,Y,Y,N/A,Y,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,Y,Y,Y
CALENDARITEM 4              2014-S 2582Lynch            FINANCERELATING TO SALES AND USE TAXES- LIABILITY AND COMPUTATIONPASSAGE,THURSDAY/ JUNE 12/ 20145:35:29 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,N/A,Y,Y,Y,NV,N/A,Y,Y,N/A,N/A,Y,Y,N/A,Y,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,Y,Y,Y
CALENDARITEM 5              2014-S 2885Archambault      ORDEREDAN ACT AMENDING THECHARTER OF NORTH PROVIDENCEAPPROVAL of AMENDMENTLC 005276/2,THURSDAY/ JUNE 12/ 20145:36:29 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,N/A,Y,Y,Y,NV,N/A,Y,Y,N/A,N/A,Y,Y,N/A,Y,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,Y,Y,Y
CALENDARITEM 5              2014-S 2885Archambault      ORDEREDAN ACT AMENDING THECHARTER OF NORTH PROVIDENCEPASSAGE as AMENDED,THURSDAY/ JUNE 12/ 20145:36:56 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,N/A,Y,Y,Y,NV,N/A,Y,Y,N/A,N/A,Y,Y,N/A,Y,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,Y,Y,Y
CALENDARITEM 6         2014-S 2955 SUB AFelag            FINANCEAMENDING CHAPTER 330 - BRISTOL &WARREN - REGIONAL SCHOOL DIST.PASSAGE,THURSDAY/ JUNE 12/ 20145:38:47 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,N/A,Y,Y,Y,NV,N/A,Y,Y,N/A,N/A,Y,Y,N/A,Y,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,Y,Y,Y
"CALENDARITEM 7         2014-S 2964 SUB ADoyle            FINANCEPAWTUCKET - SR.CNTR., PUB.LIB.,POLICE/FIRE STATIONS, CITY HALLPASSAGE",THURSDAY/ JUNE 12/ 20145:39:45 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,N/A,Y,Y,Y,NV,N/A,Y,Y,N/A,N/A,Y,Y,N/A,Y,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,Y,Y,Y
CALENDARITEM 9         2014-S 3057 SUB AGoodwin          FINANCEACT MAKING AN APPROPRIATIONTO PAY CERTAIN CLAIMSPASSAGE,THURSDAY/ JUNE 12/ 20145:40:32 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,N/A,Y,Y,Y,NV,N/A,Y,Y,N/A,N/A,Y,Y,N/A,Y,Y,Y,Y,Y,N/A,Y,NV,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,Y,Y,Y
CALENDARITEM 10             2014-S 3063Felag            FINANCERELATING TO TAXATION - LEVY ANDASSESSMENT OF LOCAL TAXESPASSAGE,THURSDAY/ JUNE 12/ 20145:41:27 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,N/A,Y,Y,Y,NV,N/A,Y,Y,N/A,N/A,Y,Y,N/A,Y,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,Y,Y,Y
CALENDARITEM 11             2014-H 7054Edwards          ORDEREDAN ACT RELATINGTO ELECTIONSAPPROVAL of AMENDMENTLC 003192/2,THURSDAY/ JUNE 12/ 20145:42:22 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,N/A,Y,Y,Y,NV,N/A,Y,Y,N/A,N/A,Y,Y,N/A,Y,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,Y,Y,Y
CALENDARITEM 11             2014-H 7054Edwards          ORDEREDAN ACT RELATINGTO ELECTIONSPASSAGE as AMENDED,THURSDAY/ JUNE 12/ 20145:42:47 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,N/A,Y,Y,Y,NV,N/A,Y,Y,N/A,N/A,Y,Y,N/A,Y,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,Y,Y,NV
CALENDARITEM 12             2014-H 8059Marcello         JUDICIARYAN ACT RELATING TOSOLEMNIZATION OF MARRIAGESPASSAGEIN CONCURRENCE,THURSDAY/ JUNE 12/ 20145:43:21 PM,NV,N/A,N/A,Y,Y,Y,Y,N/A,Y,NV,Y,Y,Y,N/A,Y,Y,Y,NV,N/A,Y,Y,N/A,N/A,NV,Y,N/A,Y,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,Y,Y,NV
NEW BUSINESS2014-H 7133 SUB A as amendedGALLISON         FINANCEMAKING APPROPRIATIONS FOR THESUPPORT OF THE STATE - FY 2015PASSAGEIN CONCURRENCE,MONDAY/ JUNE 16/ 20145:48:08 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,N,N,Y,N,N/A,Y,Y,Y,Y,N/A,Y,Y,N/A,N/A,Y,Y,N/A,Y,N,Y,Y,NV,N/A,Y,N,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,Y,Y,Y
CONSENT CALENDARADOPTION,MONDAY/ JUNE 16/ 20145:49:44 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,N/A,N/A,Y,Y,N/A,Y,Y,Y,Y,NV,N/A,Y,Y,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,Y,Y,Y
CALENDARITEM 1              2014-S 2969DaPonte          FINANCEEDUCATION - HIGHER EDUCATIONASSISTANCE AUTHORITYPASSAGE,MONDAY/ JUNE 16/ 20145:51:39 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,N/A,N/A,Y,Y,N/A,Y,Y,Y,Y,NV,N/A,Y,Y,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,Y,Y,Y
CALENDARITEM 2         2014-S 2307 SUB APicard           COMMERCERELATING TO INSURANCE -CASUALTY INSURANCE GENERALLYPASSAGE,MONDAY/ JUNE 16/ 20145:52:28 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,N/A,N/A,Y,Y,N/A,Y,Y,Y,Y,NV,N/A,Y,Y,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,Y,Y,Y
CALENDARITEM 3         2014-S 2575 SUB AFogarty          COMMERCEMOTOR AND OTHER VEHICLES -MOBILE AND MANUFACTURED HOMESPASSAGE,MONDAY/ JUNE 16/ 20145:53:33 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,N/A,N/A,Y,Y,N/A,Y,Y,Y,Y,NV,N/A,Y,Y,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,Y,Y,Y
CALENDARITEM 4              2014-S 3094Pichardo         ORDEREDSTATE AFFAIRS AND GOVERNMENT -HOUSING RESOURCES COMMISSIONPASSAGE,MONDAY/ JUNE 16/ 20145:54:31 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,N/A,N/A,Y,Y,N/A,Y,Y,Y,Y,NV,N/A,Y,Y,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,Y,Y,Y
CALENDARITEM 5              2014-S 2507Nesselbush       HEALTHBUSINESSES AND PROFESSIONS -DENTISTS AND DENTAL HYGIENISTSAPPROVAL of AMENDMENTLC 004549/2,MONDAY/ JUNE 16/ 20145:56:31 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,N/A,N/A,Y,Y,N/A,Y,Y,Y,Y,NV,N/A,Y,Y,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,Y,Y,Y
CALENDARITEM 5              2014-S 2507Nesselbush       HEALTHBUSINESSES AND PROFESSIONS -DENTISTS AND DENTAL HYGIENISTSPASSAGE as AMENDED,MONDAY/ JUNE 16/ 20145:56:52 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,N/A,N/A,Y,Y,N/A,Y,Y,Y,Y,NV,N/A,Y,Y,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,Y,Y,Y
CALENDARITEM 6         2014-S 3082 SUB AMiller           HEALTHJt.Res: CREATING COMMISSION -HLTH.PLAN PATIENT LIABILITY PROVPASSAGE,MONDAY/ JUNE 16/ 20145:58:05 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,N/A,N/A,Y,Y,N/A,Y,Y,Y,Y,NV,N/A,Y,Y,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,Y,Y,Y
CALENDARITEM 7         2014-S 2949 SUB APicard           ORDEREDRELATING TO EDUCATION -THE CTE RE-IMAGINED ACTPASSAGE,MONDAY/ JUNE 16/ 20145:59:02 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,N/A,N/A,Y,Y,N/A,Y,Y,Y,Y,NV,N/A,Y,Y,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,Y,Y,Y
